TIMESTAMP,NEE_VUT_REF,GPP_NT_VUT_REF,H_F_MDS,LE_F_MDS,RECO_NT_VUT_REF,NEE_VUT_REF_QC,H_F_MDS_QC,LE_F_MDS_QC
20030715.000000,-0.823090,9.628080,48.754900,99.410400,1.264000,0.458333,1.000000,1.000000
20030716.000000,-0.758046,9.909380,49.600400,113.190000,1.342830,0.458333,1.000000,1.000000
20030717.000000,-0.032501,9.356120,40.557900,117.032000,1.496090,0.416667,1.000000,1.000000
20030718.000000,0.058629,9.262200,24.825000,120.730000,1.598770,0.437500,1.000000,1.000000
20030719.000000,-1.143810,9.954910,36.395600,114.617000,1.636150,0.437500,1.000000,1.000000
20030720.000000,-0.570433,9.495470,42.222700,114.450000,1.678350,0.395833,1.000000,1.000000
20030721.000000,-0.805495,9.753630,41.474500,120.019000,1.739550,0.395833,1.000000,1.000000
20030722.000000,-0.381910,9.573880,40.333400,126.122000,1.829380,0.375000,1.000000,1.000000
20030723.000000,-1.087640,8.716540,21.252500,96.011000,1.816730,0.333333,1.000000,1.000000
20030724.000000,-0.680183,9.104440,34.592900,114.824000,1.857960,0.437500,1.000000,1.000000
20030725.000000,-0.756516,8.986130,46.146100,100.686000,1.833300,0.395833,1.000000,1.000000
20030726.000000,-0.951404,9.196400,53.011900,111.345000,1.938480,0.395833,1.000000,1.000000
20030727.000000,-0.478138,9.019010,45.127800,125.310000,2.118460,0.437500,1.000000,1.000000
20030728.000000,-0.229922,9.048560,28.865200,99.183800,2.460020,0.458333,1.000000,1.000000
20030729.000000,-0.117831,9.348630,37.237900,108.705000,3.254710,0.437500,1.000000,1.000000
20030730.000000,-0.750263,8.646790,34.344300,88.557300,3.708500,0.416667,1.000000,1.000000
20030731.000000,-1.130010,6.835030,29.198300,61.769300,3.856440,0.291667,1.000000,1.000000
20030801.000000,-0.601048,7.895690,17.975500,60.716400,4.349030,0.395833,1.000000,1.000000
20030802.000000,1.248070,3.418560,7.077540,11.252400,3.910020,0.312500,1.000000,1.000000
20030803.000000,-1.206700,9.207500,62.932900,115.249000,3.892720,0.500000,1.000000,1.000000
20030804.000000,-1.300310,8.809790,70.975000,102.815000,3.590000,0.500000,1.000000,1.000000
20030805.000000,-2.596910,9.006160,97.017300,73.875700,2.952470,0.500000,1.000000,1.000000
20030806.000000,-2.080130,8.677540,87.603100,85.152800,2.768140,0.520833,1.000000,1.000000
20030807.000000,-1.797070,8.705670,77.641800,87.782800,2.553110,0.500000,1.000000,1.000000
20030808.000000,-2.591230,9.658270,76.908500,93.654600,2.436240,0.479167,1.000000,1.000000
20030809.000000,-2.106920,9.529510,72.849000,92.582800,2.254560,0.500000,1.000000,1.000000
20030810.000000,-1.937780,9.507380,72.713900,97.850600,2.046820,0.500000,1.000000,1.000000
20030811.000000,-1.942030,9.537160,75.619200,93.049000,1.701160,0.500000,1.000000,1.000000
20030812.000000,-1.971280,9.576800,74.186200,83.261400,1.413120,0.458333,1.000000,1.000000
20030813.000000,-1.910280,9.516240,75.130600,87.194100,1.171550,0.437500,1.000000,1.000000
20030814.000000,-0.339961,8.599560,68.912300,84.454500,0.911854,0.416667,1.000000,1.000000
20030815.000000,-0.637888,9.042620,69.652900,82.234100,0.595603,0.416667,1.000000,1.000000
20030816.000000,-0.514332,8.703550,74.191400,94.370000,0.273843,0.416667,1.000000,1.000000
20030817.000000,0.314856,7.927710,70.698900,84.321100,0.128162,0.416667,1.000000,1.000000
20030818.000000,0.735978,7.794010,67.379100,93.050000,0.619536,0.458333,1.000000,1.000000
20030819.000000,0.944150,7.495940,68.592700,80.589100,1.123100,0.479167,1.000000,1.000000
20030820.000000,0.026294,8.336830,75.669400,87.214500,1.534200,0.458333,1.000000,1.000000
20030821.000000,1.561440,6.379440,16.742300,56.039700,1.577050,0.312500,1.000000,1.000000
20030822.000000,2.490290,4.787880,28.174000,29.733300,1.537540,0.479167,1.000000,1.000000
20030823.000000,-0.316000,7.666260,70.073600,110.304000,1.889760,0.500000,1.000000,1.000000
20030824.000000,-0.300288,7.886150,54.854600,110.622000,2.389390,0.562500,1.000000,1.000000
20030825.000000,1.309580,6.990020,50.604600,97.274900,2.851260,0.937500,1.000000,1.000000
20030826.000000,2.125920,5.714240,26.554600,92.721700,2.866640,0.895833,1.000000,1.000000
20030827.000000,0.780703,6.774090,56.858400,91.540700,3.169560,0.895833,1.000000,1.000000
20030828.000000,1.332880,7.957730,58.040600,73.905300,3.334140,0.916667,1.000000,1.000000
20030829.000000,1.093710,7.605100,63.693300,77.968500,3.542240,0.958333,1.000000,1.000000
20030830.000000,0.782026,7.493850,63.656000,80.985100,3.998490,0.812500,1.000000,1.000000
20030831.000000,3.071620,4.901150,6.718770,88.930200,4.262520,0.770833,1.000000,1.000000
20030901.000000,1.726690,6.549580,36.453700,89.638600,5.240670,0.916667,1.000000,1.000000
20030902.000000,2.556190,6.430040,50.435400,96.594400,6.668630,0.937500,1.000000,1.000000
20030903.000000,2.837440,6.106700,-6.834680,61.585800,7.189260,0.916667,1.000000,1.000000
20030904.000000,1.654320,6.735400,55.786100,83.417400,6.813080,0.958333,1.000000,1.000000
20030905.000000,2.031370,6.454700,57.935600,83.883700,6.357750,0.958333,1.000000,1.000000
20030906.000000,0.798504,6.876470,53.517000,70.439400,5.636780,0.833333,1.000000,1.000000
20030907.000000,-1.466560,8.400890,54.504500,65.994300,4.471130,0.687500,1.000000,1.000000
20030908.000000,-1.952020,7.766210,79.659600,72.493500,3.621800,0.875000,1.000000,1.000000
20030909.000000,-0.476687,5.876080,30.542900,41.853600,3.061880,1.000000,1.000000,1.000000
20030910.000000,-1.370240,6.886020,62.498000,81.292400,3.349640,0.958333,1.000000,1.000000
20030911.000000,-0.131495,6.552190,65.698800,86.832400,3.594220,0.958333,1.000000,1.000000
20030912.000000,0.655099,5.591970,64.325200,80.195700,3.591710,0.958333,1.000000,1.000000
20030913.000000,1.058500,4.432310,36.999100,78.856000,3.516200,0.958333,1.000000,1.000000
20030914.000000,0.311894,4.689640,67.366200,74.562700,3.336120,0.958333,1.000000,1.000000
20030915.000000,-0.374245,4.965860,49.429100,66.626500,3.056040,0.979167,1.000000,1.000000
20030916.000000,-0.960946,4.874280,58.666600,64.792800,2.581710,1.000000,1.000000,1.000000
20030917.000000,-1.086360,4.986760,73.408800,64.955600,2.372710,0.875000,1.000000,1.000000
20030918.000000,-0.571612,5.111400,62.480900,70.659600,2.413740,0.937500,1.000000,1.000000
20030919.000000,-0.170047,4.719210,75.009400,73.653100,2.217500,0.979167,1.000000,1.000000
20030920.000000,0.906117,4.501280,68.971700,67.643100,2.204840,0.729167,1.000000,1.000000
20030921.000000,1.306700,3.895100,74.027700,72.789900,1.999500,0.500000,1.000000,1.000000
20030922.000000,1.414640,3.893700,52.733600,68.219700,1.713250,0.583333,1.000000,1.000000
20030923.000000,1.349930,3.624290,55.387400,56.358800,1.319630,0.458333,1.000000,1.000000
20030924.000000,1.200440,3.890790,65.159600,66.128300,1.054610,0.416667,1.000000,1.000000
20030925.000000,1.730020,3.391160,66.321000,52.659600,0.918449,0.437500,1.000000,1.000000
20030926.000000,0.595073,4.535060,49.679300,65.657600,0.704906,0.375000,1.000000,1.000000
20030927.000000,1.144600,4.487730,66.853000,55.910200,0.539534,0.395833,1.000000,1.000000
20030928.000000,0.996772,3.946560,58.812200,53.808000,0.401579,0.375000,1.000000,1.000000
20030929.000000,-0.379090,4.624140,71.824100,46.565700,0.430304,0.375000,1.000000,1.000000
20030930.000000,-0.831320,4.982290,82.099400,50.229300,0.511131,0.416667,1.000000,1.000000
20031001.000000,-1.195040,5.021470,80.919000,55.456600,0.565613,0.395833,1.000000,1.000000
20031002.000000,-1.972050,5.372920,83.025300,53.819100,0.597375,0.354167,1.000000,1.000000
20031003.000000,-1.395590,5.491240,80.272600,50.363500,0.721934,0.375000,1.000000,1.000000
20031004.000000,-1.372680,5.251770,70.325800,46.708800,0.785001,0.375000,1.000000,1.000000
20031005.000000,-1.020330,4.846670,66.471300,50.178400,0.879930,0.395833,1.000000,1.000000
20031006.000000,-0.480334,4.457900,66.720100,57.609500,1.049080,0.812500,1.000000,1.000000
20031007.000000,-0.454450,4.078920,69.933800,47.637600,1.076010,1.000000,1.000000,1.000000
20031008.000000,-0.369421,4.050620,75.632200,43.585400,1.158130,0.979167,1.000000,1.000000
20031009.000000,-0.690842,4.097900,61.427700,36.614500,1.126720,0.979167,1.000000,1.000000
20031010.000000,-0.812204,4.051650,75.877000,39.199100,1.157380,0.979167,1.000000,1.000000
