TIMESTAMP,NEE_VUT_REF,GPP_NT_VUT_REF,H_F_MDS,LE_F_MDS,RECO_NT_VUT_REF,NEE_VUT_REF_QC,H_F_MDS_QC,LE_F_MDS_QC
20030507.000000,-0.735602,2.856690,11.983400,14.658600,2.117520,0.958333,0.958333,0.958333
20030508.000000,-2.161410,4.674770,58.645400,25.662400,2.530010,0.937500,0.937500,0.937500
20030509.000000,-1.835750,4.530270,44.082700,21.692800,2.696070,0.916667,1.000000,1.000000
20030510.000000,-1.382610,4.509360,33.069100,19.386600,3.328300,1.000000,1.000000,1.000000
20030511.000000,-1.678420,5.117910,43.702600,32.420700,3.419900,0.979167,1.000000,1.000000
20030512.000000,-0.803092,3.290920,-56.372400,0.041738,2.487830,1.000000,1.000000,1.000000
20030513.000000,-0.867359,3.590980,-19.694200,8.490460,2.717380,0.854167,0.854167,0.854167
20030514.000000,-3.100660,6.551010,66.109500,31.236400,3.437070,0.770833,0.875000,0.875000
20030515.000000,-0.205402,3.531740,-8.481270,11.406700,3.325320,0.958333,0.958333,0.958333
20030516.000000,1.776110,1.562110,-42.320500,1.694450,3.368110,1.000000,1.000000,1.000000
20030517.000000,-1.765060,5.505380,26.865900,19.981600,3.766050,1.000000,1.000000,1.000000
20030518.000000,-3.255750,7.728710,74.106800,37.761500,4.470810,0.854167,0.812500,0.812500
20030519.000000,-2.103550,6.970920,68.066300,29.347200,4.890200,0.937500,0.958333,0.958333
20030520.000000,1.619510,2.417840,-40.573700,1.775350,4.040990,1.000000,1.000000,1.000000
20030521.000000,-2.638920,5.674900,91.970800,36.005700,3.054410,1.000000,1.000000,1.000000
20030522.000000,-2.915330,6.202640,87.011100,34.896000,3.287310,1.000000,1.000000,1.000000
20030523.000000,-0.220359,3.957360,1.178700,6.699920,3.766220,1.000000,1.000000,1.000000
20030524.000000,-2.323170,6.143040,51.547500,21.998200,3.857230,0.979167,1.000000,1.000000
20030525.000000,-3.881060,8.018090,54.756200,24.367500,4.183600,0.979167,1.000000,1.000000
20030526.000000,-1.428430,6.066180,17.817400,15.811700,4.648610,1.000000,1.000000,1.000000
20030527.000000,-3.872230,8.903080,44.101000,19.271200,5.048650,1.000000,1.000000,1.000000
20030528.000000,-6.174990,11.801100,96.294400,32.437600,5.623730,0.979167,1.000000,1.000000
20030529.000000,-3.607740,10.397200,71.676500,46.234000,6.829150,0.958333,1.000000,0.916667
20030530.000000,-3.562300,10.218100,84.685200,46.473800,6.634370,0.958333,0.937500,0.812500
20030531.000000,1.287540,3.361930,-14.178700,0.468208,4.664690,0.895833,1.000000,1.000000
20030601.000000,-3.980720,7.939270,104.631000,39.149000,4.070070,0.333333,0.520833,0.500000
